行业A,行业B,分组A,分组B,同期同比相关系数,相关绝对值,是否跨分组
2.食品制造业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.15663539843738944,0.15663539843738944,True
13.石油、煤炭及其他燃料加工业,23.专用设备制造业,传统高耗能与材料行业,装备制造,-0.1514778586968055,0.1514778586968055,True
13.石油、煤炭及其他燃料加工业,26.电气机械和器材制造业,传统高耗能与材料行业,装备制造,-0.15023961435030778,0.15023961435030778,True
13.石油、煤炭及其他燃料加工业,25.铁路、船舶、航空航天和其他运输设备制造业,传统高耗能与材料行业,装备制造,-0.1491431012384657,0.1491431012384657,True
14.化学原料和化学制品制造业,31.金属制品、机械和设备修理业,传统高耗能与材料行业,其他制造,0.14685596257260625,0.14685596257260625,True
9.家具制造业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.13172816026593362,0.13172816026593362,True
13.石油、煤炭及其他燃料加工业,17.橡胶和塑料制品业,传统高耗能与材料行业,传统高耗能与材料行业,-0.1289893535491639,0.1289893535491639,False
4.烟草制品业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.1278244779023356,0.1278244779023356,True
5.纺织业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.12431839663279377,0.12431839663279377,True
12.文教、工美、体育和娱乐用品制造业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.12170657205970925,0.12170657205970925,True
11.印刷和记录媒介复制业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.11752980287419183,0.11752980287419183,True
13.石油、煤炭及其他燃料加工业,20.有色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.11729781995773983,0.11729781995773983,False
13.石油、煤炭及其他燃料加工业,18.非金属矿物制品业,传统高耗能与材料行业,传统高耗能与材料行业,-0.11661580054520337,0.11661580054520337,False
8.木材加工和木、竹、藤、棕、草制品业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.10925612570043226,0.10925612570043226,True
6.纺织服装、服饰业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.10765798139371222,0.10765798139371222,True
1.农副食品加工业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.1069735482534959,0.1069735482534959,True
13.石油、煤炭及其他燃料加工业,14.化学原料和化学制品制造业,传统高耗能与材料行业,传统高耗能与材料行业,-0.10425639511490928,0.10425639511490928,False
13.石油、煤炭及其他燃料加工业,21.金属制品业,传统高耗能与材料行业,装备制造,-0.10336458600172074,0.10336458600172074,True
7.皮革、毛皮、羽毛及其制品和制鞋业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.10314810685456687,0.10314810685456687,True
1.农副食品加工业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.09579428716759682,0.09579428716759682,True
13.石油、煤炭及其他燃料加工业,19.黑色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,-0.0951208592191933,0.0951208592191933,False
14.化学原料和化学制品制造业,25.铁路、船舶、航空航天和其他运输设备制造业,传统高耗能与材料行业,装备制造,0.08782936986650737,0.08782936986650737,True
13.石油、煤炭及其他燃料加工业,29.其他制造业,传统高耗能与材料行业,其他制造,-0.08741698025285508,0.08741698025285508,True
13.石油、煤炭及其他燃料加工业,22.通用设备制造业,传统高耗能与材料行业,装备制造,-0.08550297995135445,0.08550297995135445,True
3.酒、饮料及精制茶制造业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.08002546758085202,0.08002546758085202,True
4.烟草制品业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.07479342864432899,0.07479342864432899,True
13.石油、煤炭及其他燃料加工业,24.汽车制造业,传统高耗能与材料行业,装备制造,-0.07448790556292921,0.07448790556292921,True
13.石油、煤炭及其他燃料加工业,16.化学纤维制造业,传统高耗能与材料行业,传统高耗能与材料行业,-0.06379225752694614,0.06379225752694614,False
15.医药制造业,20.有色金属冶炼和压延加工业,先进制造与技术相关行业,传统高耗能与材料行业,-0.05720848627228902,0.05720848627228902,True
14.化学原料和化学制品制造业,29.其他制造业,传统高耗能与材料行业,其他制造,0.0432932670398896,0.0432932670398896,True
10.造纸和纸制品业,13.石油、煤炭及其他燃料加工业,消费与轻工制造,传统高耗能与材料行业,-0.03889625932024848,0.03889625932024848,True
13.石油、煤炭及其他燃料加工业,28.仪器仪表制造业,传统高耗能与材料行业,先进制造与技术相关行业,-0.03665433602965287,0.03665433602965287,True
13.石油、煤炭及其他燃料加工业,31.金属制品、机械和设备修理业,传统高耗能与材料行业,其他制造,-0.0006087125807270362,0.0006087125807270362,True
